Model,Batch_Size,Num_Workers,Num_GPUs,Images/s
ResNet-101,512,32,2,728.25
LeNet,512,32,2,3830.75
ResNet-101,512,32,2,716.25
ResNet-50,512,32,2,896.25
ResNet-101,512,32,2,702.75
ResNet-101,512,32,2,667.0
ResNet-101,512,32,2,677.75
VGG-16,512,32,2,722.25
ResNet-101,512,32,2,679.25
ResNet-101,512,32,2,715.25
Inception-V3,512,32,2,614.25
AlexNet,512,32,2,1565.0
ResNet-101,512,32,2,701.75
