Model,Batch_Size,Num_Workers,Num_GPUs,Images/s
ResNet-101,512,8,2,754.25
LeNet,512,8,2,1398.5
ResNet-101,512,8,2,694.75
ResNet-50,512,8,2,523.25
ResNet-101,512,8,2,505.0
ResNet-101,512,8,2,486.0
ResNet-101,512,8,2,480.5
VGG-16,512,8,2,487.0
ResNet-101,512,8,2,481.75
ResNet-101,512,8,2,454.5
Inception-V3,512,8,2,376.75
AlexNet,512,8,2,592.75
ResNet-101,512,8,2,538.75
