Application,Cores,Running Time
is.C.x,64,0.691612958908081
is.C.x,60,1.0079929828643799
is.C.x,56,0.9673521518707275
is.C.x,52,1.0882267951965332
is.C.x,48,1.1102728843688965
is.C.x,44,1.1146621704101562
is.C.x,40,1.2696590423583984
is.C.x,36,1.3060088157653809
is.C.x,32,0.8463623523712158
is.C.x,16,1.520188570022583
is.C.x,8,2.7431139945983887
is.C.x,4,4.872632741928101
