Application,Cores,Running Time
is.B.x,64,0.2642359733581543
is.B.x,60,0.2908303737640381
is.B.x,56,0.27245187759399414
is.B.x,52,0.29849767684936523
is.B.x,48,0.32959628105163574
is.B.x,44,0.32297587394714355
is.B.x,40,0.33832859992980957
is.B.x,36,0.38334155082702637
is.B.x,32,0.3436238765716553
is.B.x,16,0.5621781349182129
is.B.x,8,0.6939053535461426
is.B.x,4,1.2162110805511475
