Application,Cores,Running Time
is.D.x,64,13.400198936462402
is.D.x,60,18.06410264968872
is.D.x,56,15.74731993675232
is.D.x,52,17.24380612373352
is.D.x,48,18.17522692680359
is.D.x,44,17.988733530044556
is.D.x,40,18.072518348693848
is.D.x,36,19.28753352165222
is.D.x,32,16.891261339187622
is.D.x,16,32.42817187309265
is.D.x,8,57.80883550643921
is.D.x,4,90.69390773773193
